id,text,tweet_len,text_links,text_newline,text_punct,text_token,text_stop,token_bigrams,token_trigrams,sentiment,value
MaRicky8675309,@gr8astro @HeliaERossini1 @shortman5427 @KyManInTheWoods @DenanStrong @election16news @dawg_lb @danm8r @Lakewayjay… https://t.co/JPCvBYmf6L,139,@gr8astro @HeliaERossini1 @shortman5427 @KyManInTheWoods @DenanStrong @election16news @dawg_lb @danm8r @Lakewayjay… ,@gr8astro @HeliaERossini1 @shortman5427 @KyManInTheWoods @DenanStrong @election16news @dawg_lb @danm8r @Lakewayjay… ,@gr8astro @HeliaERossini1 @shortman5427 @KyManInTheWoods @DenanStrong @election16news @dawglb @danm8r @Lakewayjay… ,"['@gr8astro', '@HeliaERossini1', '@shortman5427', '@KyManInTheWoods', '@DenanStrong', '@election16news', '@dawglb', '@danm8r', '@Lakewayjay…', '']",@gr8astro @HeliaERossini1 @shortman5427 @KyManInTheWoods @DenanStrong @election16news @dawglb @danm8r @Lakewayjay… ,"[('@gr8astro', '@HeliaERossini1'), ('@HeliaERossini1', '@shortman5427'), ('@shortman5427', '@KyManInTheWoods'), ('@KyManInTheWoods', '@DenanStrong'), ('@DenanStrong', '@election16news'), ('@election16news', '@dawglb'), ('@dawglb', '@danm8r'), ('@danm8r', '@Lakewayjay…'), ('@Lakewayjay…', '')]","[('@gr8astro', '@HeliaERossini1', '@shortman5427'), ('@HeliaERossini1', '@shortman5427', '@KyManInTheWoods'), ('@shortman5427', '@KyManInTheWoods', '@DenanStrong'), ('@KyManInTheWoods', '@DenanStrong', '@election16news'), ('@DenanStrong', '@election16news', '@dawglb'), ('@election16news', '@dawglb', '@danm8r'), ('@dawglb', '@danm8r', '@Lakewayjay…'), ('@danm8r', '@Lakewayjay…', '')]",Negative,1
VH27672640,"RT @renato_mariotti: 20/ Depending on what Trump’s staff and attorneys knew, this could very well be a conspiracy to lie to Congress, which…",140,"RT @renato_mariotti: 20/ Depending on what Trump’s staff and attorneys knew, this could very well be a conspiracy to lie to Congress, which…","RT @renato_mariotti: 20/ Depending on what Trump’s staff and attorneys knew, this could very well be a conspiracy to lie to Congress, which…",RT @renatomariotti 20 Depending on what Trump’s staff and attorneys knew this could very well be a conspiracy to lie to Congress which…,"['RT', '@renatomariotti', '20', 'Depending', 'on', 'what', 'Trump’s', 'staff', 'and', 'attorneys', 'knew', 'this', 'could', 'very', 'well', 'be', 'a', 'conspiracy', 'to', 'lie', 'to', 'Congress', 'which…']",RT @renatomariotti 20 Depending Trump’s staff attorneys knew could well conspiracy lie Congress which…,"[('RT', '@renatomariotti'), ('@renatomariotti', '20'), ('20', 'Depending'), ('Depending', 'on'), ('on', 'what'), ('what', 'Trump’s'), ('Trump’s', 'staff'), ('staff', 'and'), ('and', 'attorneys'), ('attorneys', 'knew'), ('knew', 'this'), ('this', 'could'), ('could', 'very'), ('very', 'well'), ('well', 'be'), ('be', 'a'), ('a', 'conspiracy'), ('conspiracy', 'to'), ('to', 'lie'), ('lie', 'to'), ('to', 'Congress'), ('Congress', 'which…')]","[('RT', '@renatomariotti', '20'), ('@renatomariotti', '20', 'Depending'), ('20', 'Depending', 'on'), ('Depending', 'on', 'what'), ('on', 'what', 'Trump’s'), ('what', 'Trump’s', 'staff'), ('Trump’s', 'staff', 'and'), ('staff', 'and', 'attorneys'), ('and', 'attorneys', 'knew'), ('attorneys', 'knew', 'this'), ('knew', 'this', 'could'), ('this', 'could', 'very'), ('could', 'very', 'well'), ('very', 'well', 'be'), ('well', 'be', 'a'), ('be', 'a', 'conspiracy'), ('a', 'conspiracy', 'to'), ('conspiracy', 'to', 'lie'), ('to', 'lie', 'to'), ('lie', 'to', 'Congress'), ('to', 'Congress', 'which…')]",Negative,1
MizRo2017,"RT @Goss30Goss: .@SenSchumer ,

Please don't negotiate with Donald Trump for his racist wall no one wants. We just kicked ass in the Midter…",140,"RT @Goss30Goss: .@SenSchumer ,

Please don't negotiate with Donald Trump for his racist wall no one wants. We just kicked ass in the Midter…","RT @Goss30Goss: .@SenSchumer ,Please don't negotiate with Donald Trump for his racist wall no one wants. We just kicked ass in the Midter…",RT @Goss30Goss @SenSchumer Please dont negotiate with Donald Trump for his racist wall no one wants We just kicked ass in the Midter…,"['RT', '@Goss30Goss', '@SenSchumer', 'Please', 'dont', 'negotiate', 'with', 'Donald', 'Trump', 'for', 'his', 'racist', 'wall', 'no', 'one', 'wants', 'We', 'just', 'kicked', 'ass', 'in', 'the', 'Midter…']",RT @Goss30Goss @SenSchumer Please dont negotiate Donald Trump racist wall one wants We kicked ass Midter…,"[('RT', '@Goss30Goss'), ('@Goss30Goss', '@SenSchumer'), ('@SenSchumer', 'Please'), ('Please', 'dont'), ('dont', 'negotiate'), ('negotiate', 'with'), ('with', 'Donald'), ('Donald', 'Trump'), ('Trump', 'for'), ('for', 'his'), ('his', 'racist'), ('racist', 'wall'), ('wall', 'no'), ('no', 'one'), ('one', 'wants'), ('wants', 'We'), ('We', 'just'), ('just', 'kicked'), ('kicked', 'ass'), ('ass', 'in'), ('in', 'the'), ('the', 'Midter…')]","[('RT', '@Goss30Goss', '@SenSchumer'), ('@Goss30Goss', '@SenSchumer', 'Please'), ('@SenSchumer', 'Please', 'dont'), ('Please', 'dont', 'negotiate'), ('dont', 'negotiate', 'with'), ('negotiate', 'with', 'Donald'), ('with', 'Donald', 'Trump'), ('Donald', 'Trump', 'for'), ('Trump', 'for', 'his'), ('for', 'his', 'racist'), ('his', 'racist', 'wall'), ('racist', 'wall', 'no'), ('wall', 'no', 'one'), ('no', 'one', 'wants'), ('one', 'wants', 'We'), ('wants', 'We', 'just'), ('We', 'just', 'kicked'), ('just', 'kicked', 'ass'), ('kicked', 'ass', 'in'), ('ass', 'in', 'the'), ('in', 'the', 'Midter…')]",Negative,1
Jerryfaulkner1,"RT @RepMattGaetz: Mueller is making indictments for things that happened long before @realDonaldTrump ran for president, for things he knew…",140,"RT @RepMattGaetz: Mueller is making indictments for things that happened long before @realDonaldTrump ran for president, for things he knew…","RT @RepMattGaetz: Mueller is making indictments for things that happened long before @realDonaldTrump ran for president, for things he knew…",RT @RepMattGaetz Mueller is making indictments for things that happened long before @realDonaldTrump ran for president for things he knew…,"['RT', '@RepMattGaetz', 'Mueller', 'is', 'making', 'indictments', 'for', 'things', 'that', 'happened', 'long', 'before', '@realDonaldTrump', 'ran', 'for', 'president', 'for', 'things', 'he', 'knew…']",RT @RepMattGaetz Mueller making indictments things happened long @realDonaldTrump ran president things knew…,"[('RT', '@RepMattGaetz'), ('@RepMattGaetz', 'Mueller'), ('Mueller', 'is'), ('is', 'making'), ('making', 'indictments'), ('indictments', 'for'), ('for', 'things'), ('things', 'that'), ('that', 'happened'), ('happened', 'long'), ('long', 'before'), ('before', '@realDonaldTrump'), ('@realDonaldTrump', 'ran'), ('ran', 'for'), ('for', 'president'), ('president', 'for'), ('for', 'things'), ('things', 'he'), ('he', 'knew…')]","[('RT', '@RepMattGaetz', 'Mueller'), ('@RepMattGaetz', 'Mueller', 'is'), ('Mueller', 'is', 'making'), ('is', 'making', 'indictments'), ('making', 'indictments', 'for'), ('indictments', 'for', 'things'), ('for', 'things', 'that'), ('things', 'that', 'happened'), ('that', 'happened', 'long'), ('happened', 'long', 'before'), ('long', 'before', '@realDonaldTrump'), ('before', '@realDonaldTrump', 'ran'), ('@realDonaldTrump', 'ran', 'for'), ('ran', 'for', 'president'), ('for', 'president', 'for'), ('president', 'for', 'things'), ('for', 'things', 'he'), ('things', 'he', 'knew…')]",Negative,1
Gordie55,@realDonaldTrump @seanhannity @FoxNews 🖕🏿,41,@realDonaldTrump @seanhannity @FoxNews 🖕🏿,@realDonaldTrump @seanhannity @FoxNews 🖕🏿,@realDonaldTrump @seanhannity @FoxNews 🖕🏿,"['@realDonaldTrump', '@seanhannity', '@FoxNews', '🖕🏿']",@realDonaldTrump @seanhannity @FoxNews 🖕🏿,"[('@realDonaldTrump', '@seanhannity'), ('@seanhannity', '@FoxNews'), ('@FoxNews', '🖕🏿')]","[('@realDonaldTrump', '@seanhannity', '@FoxNews'), ('@seanhannity', '@FoxNews', '🖕🏿')]",Neutral,2
money_lets_make,"George H.W. Bush will have state funeral, White House says, President Trump and Melania will attend https://t.co/5aFxkIetlU",123,"George H.W. Bush will have state funeral, White House says, President Trump and Melania will attend ","George H.W. Bush will have state funeral, White House says, President Trump and Melania will attend ",George HW Bush will have state funeral White House says President Trump and Melania will attend ,"['George', 'HW', 'Bush', 'will', 'have', 'state', 'funeral', 'White', 'House', 'says', 'President', 'Trump', 'and', 'Melania', 'will', 'attend', '']",George HW Bush state funeral White House says President Trump Melania attend ,"[('George', 'HW'), ('HW', 'Bush'), ('Bush', 'will'), ('will', 'have'), ('have', 'state'), ('state', 'funeral'), ('funeral', 'White'), ('White', 'House'), ('House', 'says'), ('says', 'President'), ('President', 'Trump'), ('Trump', 'and'), ('and', 'Melania'), ('Melania', 'will'), ('will', 'attend'), ('attend', '')]","[('George', 'HW', 'Bush'), ('HW', 'Bush', 'will'), ('Bush', 'will', 'have'), ('will', 'have', 'state'), ('have', 'state', 'funeral'), ('state', 'funeral', 'White'), ('funeral', 'White', 'House'), ('White', 'House', 'says'), ('House', 'says', 'President'), ('says', 'President', 'Trump'), ('President', 'Trump', 'and'), ('Trump', 'and', 'Melania'), ('and', 'Melania', 'will'), ('Melania', 'will', 'attend'), ('will', 'attend', '')]",Negative,1
laxietoo,"RT @IndivisibleTeam: Trump wants to shutdown the government if he doesn't get funding for his xenophobic, anti-immigrant, and racist border…",140,"RT @IndivisibleTeam: Trump wants to shutdown the government if he doesn't get funding for his xenophobic, anti-immigrant, and racist border…","RT @IndivisibleTeam: Trump wants to shutdown the government if he doesn't get funding for his xenophobic, anti-immigrant, and racist border…",RT @IndivisibleTeam Trump wants to shutdown the government if he doesnt get funding for his xenophobic antiimmigrant and racist border…,"['RT', '@IndivisibleTeam', 'Trump', 'wants', 'to', 'shutdown', 'the', 'government', 'if', 'he', 'doesnt', 'get', 'funding', 'for', 'his', 'xenophobic', 'antiimmigrant', 'and', 'racist', 'border…']",RT @IndivisibleTeam Trump wants shutdown government doesnt get funding xenophobic antiimmigrant racist border…,"[('RT', '@IndivisibleTeam'), ('@IndivisibleTeam', 'Trump'), ('Trump', 'wants'), ('wants', 'to'), ('to', 'shutdown'), ('shutdown', 'the'), ('the', 'government'), ('government', 'if'), ('if', 'he'), ('he', 'doesnt'), ('doesnt', 'get'), ('get', 'funding'), ('funding', 'for'), ('for', 'his'), ('his', 'xenophobic'), ('xenophobic', 'antiimmigrant'), ('antiimmigrant', 'and'), ('and', 'racist'), ('racist', 'border…')]","[('RT', '@IndivisibleTeam', 'Trump'), ('@IndivisibleTeam', 'Trump', 'wants'), ('Trump', 'wants', 'to'), ('wants', 'to', 'shutdown'), ('to', 'shutdown', 'the'), ('shutdown', 'the', 'government'), ('the', 'government', 'if'), ('government', 'if', 'he'), ('if', 'he', 'doesnt'), ('he', 'doesnt', 'get'), ('doesnt', 'get', 'funding'), ('get', 'funding', 'for'), ('funding', 'for', 'his'), ('for', 'his', 'xenophobic'), ('his', 'xenophobic', 'antiimmigrant'), ('xenophobic', 'antiimmigrant', 'and'), ('antiimmigrant', 'and', 'racist'), ('and', 'racist', 'border…')]",Negative,1
34NateDaGreat,"RT @ProfCAnderson: Trump is an illegitimate president, writes columnist Carol Anderson, and while America has survived illegitimate regimes…",140,"RT @ProfCAnderson: Trump is an illegitimate president, writes columnist Carol Anderson, and while America has survived illegitimate regimes…","RT @ProfCAnderson: Trump is an illegitimate president, writes columnist Carol Anderson, and while America has survived illegitimate regimes…",RT @ProfCAnderson Trump is an illegitimate president writes columnist Carol Anderson and while America has survived illegitimate regimes…,"['RT', '@ProfCAnderson', 'Trump', 'is', 'an', 'illegitimate', 'president', 'writes', 'columnist', 'Carol', 'Anderson', 'and', 'while', 'America', 'has', 'survived', 'illegitimate', 'regimes…']",RT @ProfCAnderson Trump illegitimate president writes columnist Carol Anderson America survived illegitimate regimes…,"[('RT', '@ProfCAnderson'), ('@ProfCAnderson', 'Trump'), ('Trump', 'is'), ('is', 'an'), ('an', 'illegitimate'), ('illegitimate', 'president'), ('president', 'writes'), ('writes', 'columnist'), ('columnist', 'Carol'), ('Carol', 'Anderson'), ('Anderson', 'and'), ('and', 'while'), ('while', 'America'), ('America', 'has'), ('has', 'survived'), ('survived', 'illegitimate'), ('illegitimate', 'regimes…')]","[('RT', '@ProfCAnderson', 'Trump'), ('@ProfCAnderson', 'Trump', 'is'), ('Trump', 'is', 'an'), ('is', 'an', 'illegitimate'), ('an', 'illegitimate', 'president'), ('illegitimate', 'president', 'writes'), ('president', 'writes', 'columnist'), ('writes', 'columnist', 'Carol'), ('columnist', 'Carol', 'Anderson'), ('Carol', 'Anderson', 'and'), ('Anderson', 'and', 'while'), ('and', 'while', 'America'), ('while', 'America', 'has'), ('America', 'has', 'survived'), ('has', 'survived', 'illegitimate'), ('survived', 'illegitimate', 'regimes…')]",Negative,1
Karim_Dz_Kill3r,RT @theblotmag: #Trump #conspiracy filled with #lying #Liars @Donaldtrump @DonaldTrumpJr @JaredKushner @MichaelCohen @MichaelFlynn @GeorgeP…,140,RT @theblotmag: #Trump #conspiracy filled with #lying #Liars @Donaldtrump @DonaldTrumpJr @JaredKushner @MichaelCohen @MichaelFlynn @GeorgeP…,RT @theblotmag: #Trump #conspiracy filled with #lying #Liars @Donaldtrump @DonaldTrumpJr @JaredKushner @MichaelCohen @MichaelFlynn @GeorgeP…,RT @theblotmag #Trump #conspiracy filled with #lying #Liars @Donaldtrump @DonaldTrumpJr @JaredKushner @MichaelCohen @MichaelFlynn @GeorgeP…,"['RT', '@theblotmag', '#Trump', '#conspiracy', 'filled', 'with', '#lying', '#Liars', '@Donaldtrump', '@DonaldTrumpJr', '@JaredKushner', '@MichaelCohen', '@MichaelFlynn', '@GeorgeP…']",RT @theblotmag #Trump #conspiracy filled #lying #Liars @Donaldtrump @DonaldTrumpJr @JaredKushner @MichaelCohen @MichaelFlynn @GeorgeP…,"[('RT', '@theblotmag'), ('@theblotmag', '#Trump'), ('#Trump', '#conspiracy'), ('#conspiracy', 'filled'), ('filled', 'with'), ('with', '#lying'), ('#lying', '#Liars'), ('#Liars', '@Donaldtrump'), ('@Donaldtrump', '@DonaldTrumpJr'), ('@DonaldTrumpJr', '@JaredKushner'), ('@JaredKushner', '@MichaelCohen'), ('@MichaelCohen', '@MichaelFlynn'), ('@MichaelFlynn', '@GeorgeP…')]","[('RT', '@theblotmag', '#Trump'), ('@theblotmag', '#Trump', '#conspiracy'), ('#Trump', '#conspiracy', 'filled'), ('#conspiracy', 'filled', 'with'), ('filled', 'with', '#lying'), ('with', '#lying', '#Liars'), ('#lying', '#Liars', '@Donaldtrump'), ('#Liars', '@Donaldtrump', '@DonaldTrumpJr'), ('@Donaldtrump', '@DonaldTrumpJr', '@JaredKushner'), ('@DonaldTrumpJr', '@JaredKushner', '@MichaelCohen'), ('@JaredKushner', '@MichaelCohen', '@MichaelFlynn'), ('@MichaelCohen', '@MichaelFlynn', '@GeorgeP…')]",Negative,1
CodyHenessee,@CillizzaCNN Worst article I have ever read. Most disingenuously written piece of absolute dumpster fire fuel. He w… https://t.co/M7PZkYFj1R,140,@CillizzaCNN Worst article I have ever read. Most disingenuously written piece of absolute dumpster fire fuel. He w… ,@CillizzaCNN Worst article I have ever read. Most disingenuously written piece of absolute dumpster fire fuel. He w… ,@CillizzaCNN Worst article I have ever read Most disingenuously written piece of absolute dumpster fire fuel He w… ,"['@CillizzaCNN', 'Worst', 'article', 'I', 'have', 'ever', 'read', 'Most', 'disingenuously', 'written', 'piece', 'of', 'absolute', 'dumpster', 'fire', 'fuel', 'He', 'w…', '']",@CillizzaCNN Worst article I ever read Most disingenuously written piece absolute dumpster fire fuel He w… ,"[('@CillizzaCNN', 'Worst'), ('Worst', 'article'), ('article', 'I'), ('I', 'have'), ('have', 'ever'), ('ever', 'read'), ('read', 'Most'), ('Most', 'disingenuously'), ('disingenuously', 'written'), ('written', 'piece'), ('piece', 'of'), ('of', 'absolute'), ('absolute', 'dumpster'), ('dumpster', 'fire'), ('fire', 'fuel'), ('fuel', 'He'), ('He', 'w…'), ('w…', '')]","[('@CillizzaCNN', 'Worst', 'article'), ('Worst', 'article', 'I'), ('article', 'I', 'have'), ('I', 'have', 'ever'), ('have', 'ever', 'read'), ('ever', 'read', 'Most'), ('read', 'Most', 'disingenuously'), ('Most', 'disingenuously', 'written'), ('disingenuously', 'written', 'piece'), ('written', 'piece', 'of'), ('piece', 'of', 'absolute'), ('of', 'absolute', 'dumpster'), ('absolute', 'dumpster', 'fire'), ('dumpster', 'fire', 'fuel'), ('fire', 'fuel', 'He'), ('fuel', 'He', 'w…'), ('He', 'w…', '')]",Negative,1
TheresaCastino,"RT @DeanObeidallah: Here is Trump jus a few months ago ridiculing George H.W. Bush famous words about a ""thousand points of light"" which wa…",140,"RT @DeanObeidallah: Here is Trump jus a few months ago ridiculing George H.W. Bush famous words about a ""thousand points of light"" which wa…","RT @DeanObeidallah: Here is Trump jus a few months ago ridiculing George H.W. Bush famous words about a ""thousand points of light"" which wa…",RT @DeanObeidallah Here is Trump jus a few months ago ridiculing George HW Bush famous words about a thousand points of light which wa…,"['RT', '@DeanObeidallah', 'Here', 'is', 'Trump', 'jus', 'a', 'few', 'months', 'ago', 'ridiculing', 'George', 'HW', 'Bush', 'famous', 'words', 'about', 'a', 'thousand', 'points', 'of', 'light', 'which', 'wa…']",RT @DeanObeidallah Here Trump jus months ago ridiculing George HW Bush famous words thousand points light wa…,"[('RT', '@DeanObeidallah'), ('@DeanObeidallah', 'Here'), ('Here', 'is'), ('is', 'Trump'), ('Trump', 'jus'), ('jus', 'a'), ('a', 'few'), ('few', 'months'), ('months', 'ago'), ('ago', 'ridiculing'), ('ridiculing', 'George'), ('George', 'HW'), ('HW', 'Bush'), ('Bush', 'famous'), ('famous', 'words'), ('words', 'about'), ('about', 'a'), ('a', 'thousand'), ('thousand', 'points'), ('points', 'of'), ('of', 'light'), ('light', 'which'), ('which', 'wa…')]","[('RT', '@DeanObeidallah', 'Here'), ('@DeanObeidallah', 'Here', 'is'), ('Here', 'is', 'Trump'), ('is', 'Trump', 'jus'), ('Trump', 'jus', 'a'), ('jus', 'a', 'few'), ('a', 'few', 'months'), ('few', 'months', 'ago'), ('months', 'ago', 'ridiculing'), ('ago', 'ridiculing', 'George'), ('ridiculing', 'George', 'HW'), ('George', 'HW', 'Bush'), ('HW', 'Bush', 'famous'), ('Bush', 'famous', 'words'), ('famous', 'words', 'about'), ('words', 'about', 'a'), ('about', 'a', 'thousand'), ('a', 'thousand', 'points'), ('thousand', 'points', 'of'), ('points', 'of', 'light'), ('of', 'light', 'which'), ('light', 'which', 'wa…')]",Negative,1
geekable,"RT @OsitaNwanevu: The ""Where did Trump come from?"" discourse would be funny if getting the answer right weren't so important. https://t.co/…",140,"RT @OsitaNwanevu: The ""Where did Trump come from?"" discourse would be funny if getting the answer right weren't so important. ","RT @OsitaNwanevu: The ""Where did Trump come from?"" discourse would be funny if getting the answer right weren't so important. ",RT @OsitaNwanevu The Where did Trump come from discourse would be funny if getting the answer right werent so important ,"['RT', '@OsitaNwanevu', 'The', 'Where', 'did', 'Trump', 'come', 'from', 'discourse', 'would', 'be', 'funny', 'if', 'getting', 'the', 'answer', 'right', 'werent', 'so', 'important', '']",RT @OsitaNwanevu The Where Trump come discourse would funny getting answer right werent important ,"[('RT', '@OsitaNwanevu'), ('@OsitaNwanevu', 'The'), ('The', 'Where'), ('Where', 'did'), ('did', 'Trump'), ('Trump', 'come'), ('come', 'from'), ('from', 'discourse'), ('discourse', 'would'), ('would', 'be'), ('be', 'funny'), ('funny', 'if'), ('if', 'getting'), ('getting', 'the'), ('the', 'answer'), ('answer', 'right'), ('right', 'werent'), ('werent', 'so'), ('so', 'important'), ('important', '')]","[('RT', '@OsitaNwanevu', 'The'), ('@OsitaNwanevu', 'The', 'Where'), ('The', 'Where', 'did'), ('Where', 'did', 'Trump'), ('did', 'Trump', 'come'), ('Trump', 'come', 'from'), ('come', 'from', 'discourse'), ('from', 'discourse', 'would'), ('discourse', 'would', 'be'), ('would', 'be', 'funny'), ('be', 'funny', 'if'), ('funny', 'if', 'getting'), ('if', 'getting', 'the'), ('getting', 'the', 'answer'), ('the', 'answer', 'right'), ('answer', 'right', 'werent'), ('right', 'werent', 'so'), ('werent', 'so', 'important'), ('so', 'important', '')]",Negative,1
HillestadCara,"RT @kylegriffin1: The Secret Service has allocated $92,740 for golf cart rentals in South Florida this winter, according to Quartz.

If the…",140,"RT @kylegriffin1: The Secret Service has allocated $92,740 for golf cart rentals in South Florida this winter, according to Quartz.

If the…","RT @kylegriffin1: The Secret Service has allocated $92,740 for golf cart rentals in South Florida this winter, according to Quartz.If the…",RT @kylegriffin1 The Secret Service has allocated 92740 for golf cart rentals in South Florida this winter according to QuartzIf the…,"['RT', '@kylegriffin1', 'The', 'Secret', 'Service', 'has', 'allocated', '92740', 'for', 'golf', 'cart', 'rentals', 'in', 'South', 'Florida', 'this', 'winter', 'according', 'to', 'QuartzIf', 'the…']",RT @kylegriffin1 The Secret Service allocated 92740 golf cart rentals South Florida winter according QuartzIf the…,"[('RT', '@kylegriffin1'), ('@kylegriffin1', 'The'), ('The', 'Secret'), ('Secret', 'Service'), ('Service', 'has'), ('has', 'allocated'), ('allocated', '92740'), ('92740', 'for'), ('for', 'golf'), ('golf', 'cart'), ('cart', 'rentals'), ('rentals', 'in'), ('in', 'South'), ('South', 'Florida'), ('Florida', 'this'), ('this', 'winter'), ('winter', 'according'), ('according', 'to'), ('to', 'QuartzIf'), ('QuartzIf', 'the…')]","[('RT', '@kylegriffin1', 'The'), ('@kylegriffin1', 'The', 'Secret'), ('The', 'Secret', 'Service'), ('Secret', 'Service', 'has'), ('Service', 'has', 'allocated'), ('has', 'allocated', '92740'), ('allocated', '92740', 'for'), ('92740', 'for', 'golf'), ('for', 'golf', 'cart'), ('golf', 'cart', 'rentals'), ('cart', 'rentals', 'in'), ('rentals', 'in', 'South'), ('in', 'South', 'Florida'), ('South', 'Florida', 'this'), ('Florida', 'this', 'winter'), ('this', 'winter', 'according'), ('winter', 'according', 'to'), ('according', 'to', 'QuartzIf'), ('to', 'QuartzIf', 'the…')]",Negative,1
CritikRoshan,"RT @PeepingMoon: #VirDas compares #DonaldTrump with #StarWars movie as he keeps coming back

@thevirdas @thevirdasFC

https://t.co/NIhCBo5R…",140,"RT @PeepingMoon: #VirDas compares #DonaldTrump with #StarWars movie as he keeps coming back

@thevirdas @thevirdasFC

",RT @PeepingMoon: #VirDas compares #DonaldTrump with #StarWars movie as he keeps coming back@thevirdas @thevirdasFC,RT @PeepingMoon #VirDas compares #DonaldTrump with #StarWars movie as he keeps coming back@thevirdas @thevirdasFC,"['RT', '@PeepingMoon', '#VirDas', 'compares', '#DonaldTrump', 'with', '#StarWars', 'movie', 'as', 'he', 'keeps', 'coming', 'back@thevirdas', '@thevirdasFC']",RT @PeepingMoon #VirDas compares #DonaldTrump #StarWars movie keeps coming back@thevirdas @thevirdasFC,"[('RT', '@PeepingMoon'), ('@PeepingMoon', '#VirDas'), ('#VirDas', 'compares'), ('compares', '#DonaldTrump'), ('#DonaldTrump', 'with'), ('with', '#StarWars'), ('#StarWars', 'movie'), ('movie', 'as'), ('as', 'he'), ('he', 'keeps'), ('keeps', 'coming'), ('coming', 'back@thevirdas'), ('back@thevirdas', '@thevirdasFC')]","[('RT', '@PeepingMoon', '#VirDas'), ('@PeepingMoon', '#VirDas', 'compares'), ('#VirDas', 'compares', '#DonaldTrump'), ('compares', '#DonaldTrump', 'with'), ('#DonaldTrump', 'with', '#StarWars'), ('with', '#StarWars', 'movie'), ('#StarWars', 'movie', 'as'), ('movie', 'as', 'he'), ('as', 'he', 'keeps'), ('he', 'keeps', 'coming'), ('keeps', 'coming', 'back@thevirdas'), ('coming', 'back@thevirdas', '@thevirdasFC')]",Negative,1
Zandra10044548,RT @olgaNYC1211: As suspected @realDonaldTrump lied when he stated that he canceled the Putin meet because of Russia’s attack on Ukraine.…,138,RT @olgaNYC1211: As suspected @realDonaldTrump lied when he stated that he canceled the Putin meet because of Russia’s attack on Ukraine.…,RT @olgaNYC1211: As suspected @realDonaldTrump lied when he stated that he canceled the Putin meet because of Russia’s attack on Ukraine.…,RT @olgaNYC1211 As suspected @realDonaldTrump lied when he stated that he canceled the Putin meet because of Russia’s attack on Ukraine…,"['RT', '@olgaNYC1211', 'As', 'suspected', '@realDonaldTrump', 'lied', 'when', 'he', 'stated', 'that', 'he', 'canceled', 'the', 'Putin', 'meet', 'because', 'of', 'Russia’s', 'attack', 'on', 'Ukraine…']",RT @olgaNYC1211 As suspected @realDonaldTrump lied stated canceled Putin meet Russia’s attack Ukraine…,"[('RT', '@olgaNYC1211'), ('@olgaNYC1211', 'As'), ('As', 'suspected'), ('suspected', '@realDonaldTrump'), ('@realDonaldTrump', 'lied'), ('lied', 'when'), ('when', 'he'), ('he', 'stated'), ('stated', 'that'), ('that', 'he'), ('he', 'canceled'), ('canceled', 'the'), ('the', 'Putin'), ('Putin', 'meet'), ('meet', 'because'), ('because', 'of'), ('of', 'Russia’s'), ('Russia’s', 'attack'), ('attack', 'on'), ('on', 'Ukraine…')]","[('RT', '@olgaNYC1211', 'As'), ('@olgaNYC1211', 'As', 'suspected'), ('As', 'suspected', '@realDonaldTrump'), ('suspected', '@realDonaldTrump', 'lied'), ('@realDonaldTrump', 'lied', 'when'), ('lied', 'when', 'he'), ('when', 'he', 'stated'), ('he', 'stated', 'that'), ('stated', 'that', 'he'), ('that', 'he', 'canceled'), ('he', 'canceled', 'the'), ('canceled', 'the', 'Putin'), ('the', 'Putin', 'meet'), ('Putin', 'meet', 'because'), ('meet', 'because', 'of'), ('because', 'of', 'Russia’s'), ('of', 'Russia’s', 'attack'), ('Russia’s', 'attack', 'on'), ('attack', 'on', 'Ukraine…')]",Neutral,2
